lat,lng,temperature
9.25,21.25,30.28
9.25,21.75,30.27
9.25,22.25,29.76
9.25,22.75,29.15
9.25,23.25,28.66
9.25,23.75,28.27
9.25,24.25,28.92
9.25,24.75,29.44
9.25,25.25,29.94
9.25,25.75,30.41
9.25,26.25,30.77
9.25,26.75,31.08
9.25,27.25,31.32
9.25,27.75,31.52
9.25,28.25,31.75
9.25,28.75,32.11
9.25,29.25,32.54
9.25,29.75,32.73
9.75,20.25,31.37
9.75,20.75,31.25
9.75,21.25,30.98
9.75,21.75,30.71
9.75,22.25,30.4
9.75,22.75,30.21
9.75,23.25,30.01
9.75,23.75,29.42
9.75,24.25,29.75
9.75,24.75,30.0
9.75,25.25,30.24
9.75,25.75,30.5
9.75,26.25,30.83
9.75,26.75,31.01
9.75,27.25,31.2
9.75,27.75,31.47
9.75,28.25,31.8
9.75,28.75,32.1
9.75,29.25,32.3
9.75,29.75,32.5
0.25,30.25,19.91
0.25,30.75,20.01
0.25,31.25,20.37
0.25,31.75,20.7
0.25,32.25,21.26
0.25,32.75,21.73
0.25,33.25,22.12
0.25,33.75,22.83
0.25,34.25,22.74
0.25,34.75,21.59
0.25,35.25,19.74
0.25,35.75,18.68
0.25,36.25,21.07
0.25,36.75,20.32
0.25,37.25,21.02
0.25,37.75,24.09
0.25,38.25,28.23
0.25,38.75,29.93
0.25,39.25,30.31
0.25,39.75,30.31
0.75,30.25,21.2
0.75,30.75,21.8
0.75,31.25,21.61
0.75,31.75,22.08
0.75,32.25,22.19
0.75,32.75,22.28
0.75,33.25,22.54
0.75,33.75,22.99
0.75,34.25,21.08
0.75,34.75,19.76
0.75,35.25,20.02
0.75,35.75,21.88
0.75,36.25,24.34
0.75,36.75,22.41
0.75,37.25,24.13
0.75,37.75,26.91
0.75,38.25,29.23
0.75,38.75,30.69
0.75,39.25,30.96
0.75,39.75,31.02
1.25,30.25,23.27
1.25,30.75,24.25
1.25,31.25,23.77
1.25,31.75,23.91
1.25,32.25,23.91
1.25,32.75,24.07
1.25,33.25,24.36
1.25,33.75,24.35
1.25,34.25,22.16
1.25,34.75,21.0
1.25,35.25,22.1
1.25,35.75,24.94
1.25,36.25,27.18
1.25,36.75,24.42
1.25,37.25,25.96
1.25,37.75,28.62
1.25,38.25,30.61
1.25,38.75,31.47
1.25,39.25,31.34
1.25,39.75,31.38
1.75,30.25,22.72
1.75,30.75,23.51
1.75,31.25,25.95
1.75,31.75,25.62
1.75,32.25,25.36
1.75,32.75,25.46
1.75,33.25,25.85
1.75,33.75,26.12
1.75,34.25,26.04
1.75,34.75,24.97
1.75,35.25,25.74
1.75,35.75,28.41
1.75,36.25,30.28
1.75,36.75,26.25
1.75,37.25,27.24
1.75,37.75,29.34
1.75,38.25,30.65
1.75,38.75,31.31
1.75,39.25,31.05
1.75,39.75,30.98
2.25,30.25,22.16
2.25,30.75,22.34
2.25,31.25,27.06
2.25,31.75,27.06
2.25,32.25,26.48
2.25,32.75,26.2
2.25,33.25,26.53
2.25,33.75,27.1
2.25,34.25,27.23
2.25,34.75,26.81
2.25,35.25,28.0
2.25,35.75,30.55
2.25,36.25,31.77
2.25,36.75,27.52
2.25,37.25,28.29
2.25,37.75,29.52
2.25,38.25,29.72
2.25,38.75,30.5
2.25,39.25,30.25
2.25,39.75,29.97
2.75,30.25,23.62
2.75,30.75,23.88
2.75,31.25,27.81
2.75,31.75,27.77
2.75,32.25,27.46
2.75,32.75,27.09
2.75,33.25,26.87
2.75,33.75,26.94
2.75,34.25,26.67
2.75,34.75,27.54
2.75,35.25,29.5
2.75,35.75,31.61
2.75,36.25,32.08
2.75,36.75,29.87
2.75,37.25,30.12
2.75,37.75,30.14
2.75,38.25,29.45
2.75,38.75,29.77
2.75,39.25,29.4
2.75,39.75,28.96
3.25,30.25,25.02
3.25,30.75,25.23
3.25,31.25,28.1
3.25,31.75,28.6
3.25,32.25,28.67
3.25,32.75,27.86
3.25,33.25,26.52
3.25,33.75,25.81
3.25,34.25,26.08
3.25,34.75,28.13
3.25,35.25,30.53
3.25,35.75,32.12
3.25,36.25,32.03
3.25,36.75,31.44
3.25,37.25,30.76
3.25,37.75,29.86
3.25,38.25,28.96
3.25,38.75,28.69
3.25,39.25,27.99
3.25,39.75,27.95
3.75,30.25,25.92
3.75,30.75,26.48
3.75,31.25,27.89
3.75,31.75,28.88
3.75,32.25,28.54
3.75,32.75,27.38
3.75,33.25,26.01
3.75,33.75,25.14
3.75,34.25,27.12
3.75,34.75,29.45
3.75,35.25,30.98
3.75,35.75,31.56
3.75,36.25,32.03
3.75,36.75,31.38
3.75,37.25,30.49
3.75,37.75,28.98
3.75,38.25,27.28
3.75,38.75,26.56
3.75,39.25,26.54
3.75,39.75,27.28
4.25,30.25,26.19
4.25,30.75,27.09
4.25,31.25,28.0
4.25,31.75,28.69
4.25,32.25,28.46
4.25,32.75,28.08
4.25,33.25,27.74
4.25,33.75,27.01
4.25,34.25,29.75
4.25,34.75,31.14
4.25,35.25,31.31
4.25,35.75,31.18
4.25,36.25,32.38
4.25,36.75,31.27
4.25,37.25,30.15
4.25,37.75,28.11
4.25,38.25,25.84
4.25,38.75,25.64
4.25,39.25,26.76
4.25,39.75,27.11
4.75,30.25,26.23
4.75,30.75,27.18
4.75,31.25,28.73
4.75,31.75,29.64
4.75,32.25,30.26
4.75,32.75,30.56
4.75,33.25,30.43
4.75,33.75,29.72
4.75,34.25,31.45
4.75,34.75,31.67
4.75,35.25,31.43
4.75,35.75,31.4
4.75,36.25,31.94
4.75,36.75,31.16
4.75,37.25,29.24
4.75,37.75,26.77
4.75,38.25,25.04
4.75,38.75,26.12
4.75,39.25,27.36
4.75,39.75,27.07
5.25,30.25,27.54
5.25,30.75,28.59
5.25,31.25,30.03
5.25,31.75,30.79
5.25,32.25,31.58
5.25,32.75,31.89
5.25,33.25,31.64
5.25,33.75,31.15
5.25,34.25,31.48
5.25,34.75,30.49
5.25,35.25,30.26
5.25,35.75,30.92
5.25,36.25,30.67
5.25,36.75,30.07
5.25,37.25,27.71
5.25,37.75,25.05
5.25,38.25,23.66
5.25,38.75,25.18
5.25,39.25,26.06
5.25,39.75,26.21
5.75,30.25,29.49
5.75,30.75,30.25
5.75,31.25,30.95
5.75,31.75,31.09
5.75,32.25,31.21
5.75,32.75,31.51
5.75,33.25,31.8
5.75,33.75,31.43
5.75,34.25,30.4
5.75,34.75,28.17
5.75,35.25,27.22
5.75,35.75,27.95
5.75,36.25,28.65
5.75,36.75,27.15
5.75,37.25,25.46
5.75,37.75,23.46
5.75,38.25,21.74
5.75,38.75,21.63
5.75,39.25,23.78
5.75,39.75,25.4
6.25,30.25,30.93
6.25,30.75,31.2
6.25,31.25,31.39
6.25,31.75,31.13
6.25,32.25,30.46
6.25,32.75,30.57
6.25,33.25,31.26
6.25,33.75,30.99
6.25,34.25,29.78
6.25,34.75,27.58
6.25,35.25,25.3
6.25,35.75,24.29
6.25,36.25,26.27
6.25,36.75,24.5
6.25,37.25,23.92
6.25,37.75,23.34
6.25,38.25,21.59
6.25,38.75,17.6
6.25,39.25,20.52
6.25,39.75,23.47
6.75,30.25,31.74
6.75,30.75,31.83
6.75,31.25,32.01
6.75,31.75,31.83
6.75,32.25,30.96
6.75,32.75,30.56
6.75,33.25,30.75
6.75,33.75,30.58
6.75,34.25,30.19
6.75,34.75,27.61
6.75,35.25,23.92
6.75,35.75,21.21
6.75,36.25,22.66
6.75,36.75,22.79
6.75,37.25,23.24
6.75,37.75,23.53
6.75,38.25,22.21
6.75,38.75,16.82
6.75,39.25,15.99
6.75,39.75,16.98
7.25,30.25,32.47
7.25,30.75,32.38
7.25,31.25,32.43
7.25,31.75,32.26
7.25,32.25,31.71
7.25,32.75,31.16
7.25,33.25,30.73
7.25,33.75,30.26
7.25,34.25,30.51
7.25,34.75,27.01
7.25,35.25,22.27
7.25,35.75,18.81
7.25,36.25,19.21
7.25,36.75,20.54
7.25,37.25,21.83
7.25,37.75,22.69
7.25,38.25,22.3
7.25,38.75,19.42
7.25,39.25,14.95
7.25,39.75,15.02
7.75,30.25,33.11
7.75,30.75,32.56
7.75,31.25,32.12
7.75,31.75,32.02
7.75,32.25,31.82
7.75,32.75,31.46
7.75,33.25,30.95
7.75,33.75,30.34
7.75,34.25,31.04
7.75,34.75,27.08
7.75,35.25,22.18
7.75,35.75,18.81
7.75,36.25,18.22
7.75,36.75,20.25
7.75,37.25,21.4
7.75,37.75,21.13
7.75,38.25,20.55
7.75,38.75,22.42
7.75,39.25,17.43
7.75,39.75,18.23
8.25,30.25,33.11
8.25,30.75,32.39
8.25,31.25,31.93
8.25,31.75,31.96
8.25,32.25,31.82
8.25,32.75,31.59
8.25,33.25,31.39
8.25,33.75,31.31
8.25,34.25,31.2
8.25,34.75,26.78
8.25,35.25,22.64
8.25,35.75,20.52
8.25,36.25,19.28
8.25,36.75,22.27
8.25,37.25,22.81
8.25,37.75,21.06
8.25,38.25,19.42
8.25,38.75,22.48
8.25,39.25,21.15
8.25,39.75,21.22
8.75,30.25,32.77
8.75,30.75,32.16
8.75,31.25,31.89
8.75,31.75,31.82
8.75,32.25,31.77
8.75,32.75,31.87
8.75,33.25,32.12
8.75,33.75,32.35
8.75,34.25,30.08
8.75,34.75,25.89
8.75,35.25,22.94
8.75,35.75,22.04
8.75,36.25,21.64
8.75,36.75,23.0
8.75,37.25,22.73
8.75,37.75,21.35
8.75,38.25,19.93
8.75,38.75,20.09
8.75,39.25,22.19
8.75,39.75,24.55
9.25,30.25,32.54
9.25,30.75,32.08
9.25,31.25,31.72
9.25,31.75,31.4
9.25,32.25,31.44
9.25,32.75,31.94
9.25,33.25,32.61
9.25,33.75,32.83
9.25,34.25,29.21
9.25,34.75,25.83
9.25,35.25,23.89
9.25,35.75,23.61
9.25,36.25,24.13
9.25,36.75,23.02
9.25,37.25,21.88
9.25,37.75,21.18
9.25,38.25,20.55
9.25,38.75,18.77
9.25,39.25,18.32
9.25,39.75,23.99
9.75,30.25,32.47
9.75,30.75,32.14
9.75,31.25,31.6
9.75,31.75,31.04
9.75,32.25,31.05
9.75,32.75,31.72
9.75,33.25,32.67
9.75,33.75,32.96
9.75,34.25,29.92
9.75,34.75,27.41
9.75,35.25,26.39
9.75,35.75,26.38
9.75,36.25,25.43
9.75,36.75,23.41
9.75,37.25,23.17
9.75,37.75,23.43
9.75,38.25,22.98
9.75,38.75,20.66
9.75,39.25,17.41
9.75,39.75,22.1
0.25,40.25,30.18
0.25,40.75,30.06
0.25,41.25,30.05
0.25,41.75,30.31
0.25,42.25,30.21
0.25,42.75,29.6
0.25,43.25,28.69
0.25,43.75,28.0
0.25,44.25,27.93
0.25,44.75,27.89
0.25,45.25,27.85
0.25,45.75,27.83
0.25,46.25,27.84
0.25,46.75,27.85
0.25,47.25,27.86
0.25,47.75,27.83
0.25,48.25,27.8
0.25,48.75,27.83
0.25,49.25,27.84
0.25,49.75,27.83
0.75,40.25,31.07
0.75,40.75,31.17
0.75,41.25,31.17
0.75,41.75,31.26
0.75,42.25,31.08
0.75,42.75,30.52
0.75,43.25,29.62
0.75,43.75,28.5
0.75,44.25,27.91
0.75,44.75,27.73
0.75,45.25,27.7
0.75,45.75,27.7
0.75,46.25,27.72
0.75,46.75,27.73
0.75,47.25,27.73
0.75,47.75,27.73
0.75,48.25,27.74
0.75,48.75,27.79
0.75,49.25,27.86
0.75,49.75,27.9
1.25,40.25,31.46
1.25,40.75,31.55
1.25,41.25,31.63
1.25,41.75,31.59
1.25,42.25,31.4
1.25,42.75,31.01
1.25,43.25,30.4
1.25,43.75,29.53
1.25,44.25,28.55
1.25,44.75,27.91
1.25,45.25,27.62
1.25,45.75,27.6
1.25,46.25,27.62
1.25,46.75,27.68
1.25,47.25,27.71
1.25,47.75,27.73
1.25,48.25,27.77
1.25,48.75,27.85
1.25,49.25,27.98
1.25,49.75,28.04
1.75,40.25,31.0
1.75,40.75,31.09
1.75,41.25,31.38
1.75,41.75,31.41
1.75,42.25,31.25
1.75,42.75,30.9
1.75,43.25,30.5
1.75,43.75,30.26
1.75,44.25,29.65
1.75,44.75,28.79
1.75,45.25,28.07
1.75,45.75,27.69
1.75,46.25,27.63
1.75,46.75,27.71
1.75,47.25,27.74
1.75,47.75,27.77
1.75,48.25,27.82
1.75,48.75,27.95
1.75,49.25,28.06
1.75,49.75,28.11
2.25,40.25,29.87
2.25,40.75,30.1
2.25,41.25,30.67
2.25,41.75,30.91
2.25,42.25,30.96
2.25,42.75,30.65
2.25,43.25,30.24
2.25,43.75,30.49
2.25,44.25,30.49
2.25,44.75,30.04
2.25,45.25,29.25
2.25,45.75,28.38
2.25,46.25,27.83
2.25,46.75,27.8
2.25,47.25,27.79
2.25,47.75,27.8
2.25,48.25,27.85
2.25,48.75,28.01
2.25,49.25,28.08
2.25,49.75,28.07
2.75,40.25,28.91
2.75,40.75,29.36
2.75,41.25,30.14
2.75,41.75,30.39
2.75,42.25,31.0
2.75,42.75,30.89
2.75,43.25,30.21
2.75,43.75,30.31
2.75,44.25,30.74
2.75,44.75,30.84
2.75,45.25,30.37
2.75,45.75,29.43
2.75,46.25,28.44
2.75,46.75,28.03
2.75,47.25,27.89
2.75,47.75,27.88
2.75,48.25,27.94
2.75,48.75,28.07
2.75,49.25,28.06
2.75,49.75,28.02
3.25,40.25,28.31
3.25,40.75,28.99
3.25,41.25,30.12
3.25,41.75,30.66
3.25,42.25,31.66
3.25,42.75,31.66
3.25,43.25,30.59
3.25,43.75,29.85
3.25,44.25,30.28
3.25,44.75,30.81
3.25,45.25,30.84
3.25,45.75,30.22
3.25,46.25,29.28
3.25,46.75,28.59
3.25,47.25,28.15
3.25,47.75,28.0
3.25,48.25,28.06
3.25,48.75,28.1
3.25,49.25,28.03
3.25,49.75,27.96
3.75,40.25,28.04
3.75,40.75,28.83
3.75,41.25,30.44
3.75,41.75,31.58
3.75,42.25,32.6
3.75,42.75,32.55
3.75,43.25,31.38
3.75,43.75,29.92
3.75,44.25,29.96
3.75,44.75,30.61
3.75,45.25,30.98
3.75,45.75,30.72
3.75,46.25,30.06
3.75,46.75,29.35
3.75,47.25,28.56
3.75,47.75,28.11
3.75,48.25,28.05
3.75,48.75,28.02
3.75,49.25,27.96
3.75,49.75,27.86
4.25,40.25,27.6
4.25,40.75,28.57
4.25,41.25,29.78
4.25,41.75,31.94
4.25,42.25,32.89
4.25,42.75,32.74
4.25,43.25,31.72
4.25,43.75,30.23
4.25,44.25,30.03
4.25,44.75,30.71
4.25,45.25,31.1
4.25,45.75,30.88
4.25,46.25,30.62
4.25,46.75,30.01
4.25,47.25,28.96
4.25,47.75,28.2
4.25,48.25,27.94
4.25,48.75,27.88
4.25,49.25,27.81
4.25,49.75,27.71
4.75,40.25,27.08
4.75,40.75,28.0
4.75,41.25,29.19
4.75,41.75,31.64
4.75,42.25,32.41
4.75,42.75,32.07
4.75,43.25,31.19
4.75,43.75,30.35
4.75,44.25,30.46
4.75,44.75,31.05
4.75,45.25,31.15
4.75,45.75,30.74
4.75,46.25,30.74
4.75,46.75,30.45
4.75,47.25,29.55
4.75,47.75,28.58
4.75,48.25,27.91
4.75,48.75,27.71
4.75,49.25,27.62
4.75,49.75,27.53
5.25,40.25,26.68
5.25,40.75,27.94
5.25,41.25,29.88
5.25,41.75,31.24
5.25,42.25,31.38
5.25,42.75,30.99
5.25,43.25,30.63
5.25,43.75,30.69
5.25,44.25,31.14
5.25,44.75,31.26
5.25,45.25,30.93
5.25,45.75,30.44
5.25,46.25,30.55
5.25,46.75,30.41
5.25,47.25,30.0
5.25,47.75,29.22
5.25,48.25,28.29
5.25,48.75,27.68
5.25,49.25,27.46
5.25,49.75,27.35
5.75,40.25,26.77
5.75,40.75,28.16
5.75,41.25,29.72
5.75,41.75,30.36
5.75,42.25,30.42
5.75,42.75,30.65
5.75,43.25,31.09
5.75,43.75,31.07
5.75,44.25,31.2
5.75,44.75,30.87
5.75,45.25,30.39
5.75,45.75,30.05
5.75,46.25,30.12
5.75,46.75,30.01
5.75,47.25,29.87
5.75,47.75,29.49
5.75,48.25,28.82
5.75,48.75,27.96
5.75,49.25,27.4
5.75,49.75,27.16
6.25,40.25,25.81
6.25,40.75,27.41
6.25,41.25,28.57
6.25,41.75,29.46
6.25,42.25,30.12
6.25,42.75,30.76
6.25,43.25,31.19
6.25,43.75,30.84
6.25,44.25,30.69
6.25,44.75,30.11
6.25,45.25,29.67
6.25,45.75,29.56
6.25,46.25,29.66
6.25,46.75,29.61
6.25,47.25,29.5
6.25,47.75,29.3
6.25,48.25,28.91
6.25,48.75,28.27
6.25,49.25,27.46
6.25,49.75,27.08
6.75,40.25,20.28
6.75,40.75,24.7
6.75,41.25,27.33
6.75,41.75,29.16
6.75,42.25,29.85
6.75,42.75,30.07
6.75,43.25,30.09
6.75,43.75,29.79
6.75,44.25,29.48
6.75,44.75,29.03
6.75,45.25,28.88
6.75,45.75,29.07
6.75,46.25,29.27
6.75,46.75,29.16
6.75,47.25,29.02
6.75,47.75,28.85
6.75,48.25,28.59
6.75,48.75,28.19
6.75,49.25,27.46
6.75,49.75,27.05
7.25,40.25,18.28
7.25,40.75,22.87
7.25,41.25,26.41
7.25,41.75,28.77
7.25,42.25,29.5
7.25,42.75,29.37
7.25,43.25,28.94
7.25,43.75,28.56
7.25,44.25,27.92
7.25,44.75,27.86
7.25,45.25,28.21
7.25,45.75,28.65
7.25,46.25,28.74
7.25,46.75,28.56
7.25,47.25,28.33
7.25,47.75,28.05
7.25,48.25,27.76
7.25,48.75,27.54
7.25,49.25,27.27
7.25,49.75,26.96
7.75,40.25,21.37
7.75,40.75,24.46
7.75,41.25,26.16
7.75,41.75,28.21
7.75,42.25,29.13
7.75,42.75,28.89
7.75,43.25,28.03
7.75,43.75,27.6
7.75,44.25,27.02
7.75,44.75,27.23
7.75,45.25,27.76
7.75,45.75,28.19
7.75,46.25,28.11
7.75,46.75,27.87
7.75,47.25,27.36
7.75,47.75,26.85
7.75,48.25,26.57
7.75,48.75,26.71
7.75,49.25,26.85
7.75,49.75,26.71
8.25,40.25,23.01
8.25,40.75,25.49
8.25,41.25,26.27
8.25,41.75,27.66
8.25,42.25,28.09
8.25,42.75,27.76
8.25,43.25,27.03
8.25,43.75,26.4
8.25,44.25,26.25
8.25,44.75,26.63
8.25,45.25,27.15
8.25,45.75,27.44
8.25,46.25,27.16
8.25,46.75,26.64
8.25,47.25,26.22
8.25,47.75,25.96
8.25,48.25,25.95
8.25,48.75,26.32
8.25,49.25,26.37
8.25,49.75,26.35
8.75,40.25,25.35
8.75,40.75,24.76
8.75,41.25,24.9
8.75,41.75,25.68
8.75,42.25,26.28
8.75,42.75,26.13
8.75,43.25,25.37
8.75,43.75,24.87
8.75,44.25,25.21
8.75,44.75,25.78
8.75,45.25,26.27
8.75,45.75,26.42
8.75,46.25,26.01
8.75,46.75,25.96
8.75,47.25,25.96
8.75,47.75,25.96
8.75,48.25,25.94
8.75,48.75,25.98
8.75,49.25,25.86
8.75,49.75,25.99
9.25,40.25,27.39
9.25,40.75,26.22
9.25,41.25,24.28
9.25,41.75,23.79
9.25,42.25,24.2
9.25,42.75,24.04
9.25,43.25,23.37
9.25,43.75,23.75
9.25,44.25,24.57
9.25,44.75,24.9
9.25,45.25,25.18
9.25,45.75,25.52
9.25,46.25,25.73
9.25,46.75,26.12
9.25,47.25,26.16
9.25,47.75,25.94
9.25,48.25,25.59
9.25,48.75,25.26
9.25,49.25,25.32
9.25,49.75,25.69
9.75,40.25,27.29
9.75,40.75,29.14
9.75,41.25,27.43
9.75,41.75,26.38
9.75,42.25,25.48
9.75,42.75,24.22
9.75,43.25,23.24
9.75,43.75,24.33
9.75,44.25,25.54
9.75,44.75,25.35
9.75,45.25,25.18
9.75,45.75,25.43
9.75,46.25,25.43
9.75,46.75,25.91
9.75,47.25,25.53
9.75,47.75,25.02
9.75,48.25,24.7
9.75,48.75,24.5
9.75,49.25,25.08
9.75,49.75,25.66
0.25,50.25,27.82
0.25,50.75,27.83
0.25,51.25,27.86
0.25,51.75,27.9
0.25,52.25,27.91
0.25,52.75,27.91
0.25,53.25,27.91
0.25,53.75,27.92
0.25,54.25,27.96
0.25,54.75,28.01
0.25,55.25,28.06
0.25,55.75,28.11
0.25,56.25,28.15
0.25,56.75,28.18
0.25,57.25,28.23
0.25,57.75,28.28
0.25,58.25,28.31
0.25,58.75,28.36
0.25,59.25,28.42
0.25,59.75,28.5
0.75,50.25,27.93
0.75,50.75,27.95
0.75,51.25,27.96
0.75,51.75,27.99
0.75,52.25,27.98
0.75,52.75,27.98
0.75,53.25,27.99
0.75,53.75,28.05
0.75,54.25,28.12
0.75,54.75,28.2
0.75,55.25,28.23
0.75,55.75,28.23
0.75,56.25,28.24
0.75,56.75,28.24
0.75,57.25,28.26
0.75,57.75,28.26
0.75,58.25,28.26
0.75,58.75,28.25
0.75,59.25,28.3
0.75,59.75,28.42
1.25,50.25,28.09
1.25,50.75,28.12
1.25,51.25,28.11
1.25,51.75,28.06
1.25,52.25,28.05
1.25,52.75,28.07
1.25,53.25,28.1
1.25,53.75,28.19
1.25,54.25,28.26
1.25,54.75,28.33
1.25,55.25,28.36
1.25,55.75,28.35
1.25,56.25,28.37
1.25,56.75,28.35
1.25,57.25,28.35
1.25,57.75,28.35
1.25,58.25,28.34
1.25,58.75,28.36
1.25,59.25,28.36
1.25,59.75,28.43
1.75,50.25,28.13
1.75,50.75,28.14
1.75,51.25,28.14
1.75,51.75,28.06
1.75,52.25,28.05
1.75,52.75,28.07
1.75,53.25,28.11
1.75,53.75,28.21
1.75,54.25,28.26
1.75,54.75,28.32
1.75,55.25,28.36
1.75,55.75,28.38
1.75,56.25,28.42
1.75,56.75,28.43
1.75,57.25,28.45
1.75,57.75,28.46
1.75,58.25,28.47
1.75,58.75,28.53
1.75,59.25,28.48
1.75,59.75,28.44
2.25,50.25,28.04
2.25,50.75,28.03
2.25,51.25,28.05
2.25,51.75,27.98
2.25,52.25,27.97
2.25,52.75,28.0
2.25,53.25,28.05
2.25,53.75,28.13
2.25,54.25,28.18
2.25,54.75,28.21
2.25,55.25,28.26
2.25,55.75,28.31
2.25,56.25,28.35
2.25,56.75,28.35
2.25,57.25,28.34
2.25,57.75,28.34
2.25,58.25,28.34
2.25,58.75,28.36
2.25,59.25,28.31
2.25,59.75,28.28
2.75,50.25,27.97
2.75,50.75,27.94
2.75,51.25,27.93
2.75,51.75,27.86
2.75,52.25,27.83
2.75,52.75,27.85
2.75,53.25,27.9
2.75,53.75,27.97
2.75,54.25,28.0
2.75,54.75,28.04
2.75,55.25,28.09
2.75,55.75,28.15
2.75,56.25,28.16
2.75,56.75,28.15
2.75,57.25,28.13
2.75,57.75,28.1
2.75,58.25,28.08
2.75,58.75,28.09
2.75,59.25,28.1
2.75,59.75,28.12
3.25,50.25,27.89
3.25,50.75,27.83
3.25,51.25,27.78
3.25,51.75,27.74
3.25,52.25,27.69
3.25,52.75,27.67
3.25,53.25,27.68
3.25,53.75,27.71
3.25,54.25,27.74
3.25,54.75,27.8
3.25,55.25,27.87
3.25,55.75,27.93
3.25,56.25,27.96
3.25,56.75,27.98
3.25,57.25,27.98
3.25,57.75,27.96
3.25,58.25,27.95
3.25,58.75,28.02
3.25,59.25,28.06
3.25,59.75,28.08
3.75,50.25,27.77
3.75,50.75,27.68
3.75,51.25,27.61
3.75,51.75,27.57
3.75,52.25,27.53
3.75,52.75,27.49
3.75,53.25,27.48
3.75,53.75,27.46
3.75,54.25,27.48
3.75,54.75,27.56
3.75,55.25,27.66
3.75,55.75,27.75
3.75,56.25,27.82
3.75,56.75,27.89
3.75,57.25,27.88
3.75,57.75,27.87
3.75,58.25,27.89
3.75,58.75,27.99
3.75,59.25,28.0
3.75,59.75,27.98
4.25,50.25,27.59
4.25,50.75,27.47
4.25,51.25,27.39
4.25,51.75,27.34
4.25,52.25,27.29
4.25,52.75,27.27
4.25,53.25,27.27
4.25,53.75,27.27
4.25,54.25,27.28
4.25,54.75,27.38
4.25,55.25,27.51
4.25,55.75,27.65
4.25,56.25,27.76
4.25,56.75,27.84
4.25,57.25,27.83
4.25,57.75,27.81
4.25,58.25,27.82
4.25,58.75,27.9
4.25,59.25,27.87
4.25,59.75,27.86
4.75,50.25,27.4
4.75,50.75,27.27
4.75,51.25,27.18
4.75,51.75,27.11
4.75,52.25,27.06
4.75,52.75,27.04
4.75,53.25,27.07
4.75,53.75,27.1
4.75,54.25,27.16
4.75,54.75,27.27
4.75,55.25,27.42
4.75,55.75,27.57
4.75,56.25,27.7
4.75,56.75,27.77
4.75,57.25,27.77
4.75,57.75,27.75
4.75,58.25,27.75
4.75,58.75,27.8
4.75,59.25,27.79
4.75,59.75,27.81
5.25,50.25,27.23
5.25,50.75,27.09
5.25,51.25,26.98
5.25,51.75,26.93
5.25,52.25,26.89
5.25,52.75,26.89
5.25,53.25,26.92
5.25,53.75,26.95
5.25,54.25,27.04
5.25,54.75,27.15
5.25,55.25,27.3
5.25,55.75,27.46
5.25,56.25,27.56
5.25,56.75,27.63
5.25,57.25,27.68
5.25,57.75,27.72
5.25,58.25,27.75
5.25,58.75,27.78
5.25,59.25,27.79
5.25,59.75,27.8
5.75,50.25,27.01
5.75,50.75,26.84
5.75,51.25,26.69
5.75,51.75,26.71
5.75,52.25,26.74
5.75,52.75,26.78
5.75,53.25,26.81
5.75,53.75,26.85
5.75,54.25,26.92
5.75,54.75,27.0
5.75,55.25,27.14
5.75,55.75,27.29
5.75,56.25,27.34
5.75,56.75,27.43
5.75,57.25,27.54
5.75,57.75,27.65
5.75,58.25,27.76
5.75,58.75,27.8
5.75,59.25,27.79
5.75,59.75,27.77
6.25,50.25,26.9
6.25,50.75,26.74
6.25,51.25,26.52
6.25,51.75,26.46
6.25,52.25,26.47
6.25,52.75,26.5
6.25,53.25,26.56
6.25,53.75,26.69
6.25,54.25,26.81
6.25,54.75,26.9
6.25,55.25,26.97
6.25,55.75,27.06
6.25,56.25,27.11
6.25,56.75,27.25
6.25,57.25,27.37
6.25,57.75,27.53
6.25,58.25,27.7
6.25,58.75,27.74
6.25,59.25,27.74
6.25,59.75,27.72
6.75,50.25,26.88
6.75,50.75,26.8
6.75,51.25,26.58
6.75,51.75,26.37
6.75,52.25,26.21
6.75,52.75,26.14
6.75,53.25,26.19
6.75,53.75,26.37
6.75,54.25,26.62
6.75,54.75,26.74
6.75,55.25,26.8
6.75,55.75,26.85
6.75,56.25,26.94
6.75,56.75,27.08
6.75,57.25,27.2
6.75,57.75,27.37
6.75,58.25,27.57
6.75,58.75,27.66
6.75,59.25,27.68
6.75,59.75,27.69
7.25,50.25,26.8
7.25,50.75,26.77
7.25,51.25,26.67
7.25,51.75,26.4
7.25,52.25,26.15
7.25,52.75,26.0
7.25,53.25,25.98
7.25,53.75,26.05
7.25,54.25,26.28
7.25,54.75,26.42
7.25,55.25,26.54
7.25,55.75,26.67
7.25,56.25,26.81
7.25,56.75,26.93
7.25,57.25,27.04
7.25,57.75,27.21
7.25,58.25,27.42
7.25,58.75,27.57
7.25,59.25,27.64
7.25,59.75,27.68
7.75,50.25,26.6
7.75,50.75,26.62
7.75,51.25,26.66
7.75,51.75,26.44
7.75,52.25,26.17
7.75,52.75,25.98
7.75,53.25,25.91
7.75,53.75,25.9
7.75,54.25,26.01
7.75,54.75,26.11
7.75,55.25,26.26
7.75,55.75,26.47
7.75,56.25,26.68
7.75,56.75,26.82
7.75,57.25,26.94
7.75,57.75,27.07
7.75,58.25,27.23
7.75,58.75,27.42
7.75,59.25,27.53
7.75,59.75,27.59
8.25,50.25,26.34
8.25,50.75,26.37
8.25,51.25,26.47
8.25,51.75,26.42
8.25,52.25,26.19
8.25,52.75,25.98
8.25,53.25,25.88
